2000,loopme.me,both,204
3000,spotim.market,HTTPSonly,200
4000,hbs.edu,neither,-1
5000,bhg.com,HTTPSonly,200
6000,worldstarhiphop.com,HTTPSonly,200
7000,huedatastore.com,neither,-1
8000,tokyo-sports.co.jp,HTTPSonly,200
9000,988lifeline.org,HTTPSonly,200
10000,kolkataff.fun,HTTPSonly,200
11000,logitechg.com,HTTPSonly,200
12000,udemycdn.com,neither,-1
13000,doh.pub,HTTPSonly,200
14000,dnse0.com,neither,-1
15000,darkreading.com,HTTPSonly,200
16000,wadax-sv.jp,neither,-1
17000,merckmanuals.com,HTTPSonly,200
18000,harpers.org,HTTPSonly,200
19000,4gamer.net,HTTPSonly,200
20000,mangatown.com,both,200
21000,guardingvisionru.com,neither,-1
22000,videos-zoofilia.com,HTTPSonly,200
23000,keonhacai5.top,HTTPSonly,200
24000,tobii.com,HTTPSonly,200
25000,routeviews.org,both,200
26000,wbez.org,HTTPSonly,200
27000,engie.fr,HTTPSonly,200
28000,acertb.com,HTTPSonly,200
29000,trinet.com,HTTPSonly,200
30000,incometaxgujarat.org,HTTPSonly,200
31000,monetizer101.com,HTTPonly,400
32000,ast-innovation.ru,HTTPSonly,200
33000,fair.org,HTTPSonly,200
34000,enjin.com,HTTPSonly,200
35000,mttnow.com,HTTPonly,200
36000,usm.my,neither,-1
37000,tds.bid,HTTPSonly,200
38000,cradlepoint.com,HTTPSonly,200
39000,marketbusinessnews.com,HTTPSonly,200
40000,cloudplatform.fi,HTTPSonly,200
41000,plat.fi,neither,-1
42000,sfist.com,HTTPSonly,200
43000,crossword-solver.io,HTTPSonly,200
44000,vfghe.com,neither,-1
45000,chub.ai,HTTPSonly,200
46000,superteacherworksheets.com,HTTPSonly,200
47000,seaofthieves.com,HTTPSonly,200
48000,heownouncillor.com,both,204
49000,mappls.com,HTTPSonly,200
50000,localsyr.com,HTTPSonly,200
51000,cybcode.net,both,204
52000,mobil.com,HTTPSonly,200
53000,aroma-zone.com,HTTPSonly,200
54000,dailynayadiganta.com,HTTPSonly,200
55000,amplimed.com.br,neither,200
56000,theyworkforyou.com,HTTPSonly,200
57000,ssi.com.vn,HTTPSonly,200
58000,wwewlxdako.net,neither,-1
59000,paddypower.it,HTTPSonly,403
60000,clubessential.com,HTTPSonly,200
61000,buhl.de,HTTPSonly,200
62000,dattoweb.com,neither,-1
63000,fiskerinc.com,HTTPSonly,200
64000,pawrade.com,HTTPSonly,200
65000,fuckhardclips.com,both,200
66000,flowsense.net,neither,-1
67000,johnshopkins.edu,neither,-1
68000,cibeg.com,neither,200
69000,rapgenius.com,HTTPSonly,200
70000,pg21.ru,HTTPSonly,200
71000,awsdns-cn-38.com,neither,-1
72000,okusurinavi.shop,HTTPSonly,200
73000,nyugat.hu,both,403
74000,moya-semya.ru,HTTPonly,200
75000,ilimnet.ru,HTTPSonly,200
76000,academie-francaise.fr,HTTPSonly,200
77000,mandy.com,HTTPSonly,200
78000,beetux.com,HTTPSonly,200
79000,laredoute.it,HTTPSonly,200
80000,mobileverso.com.br,HTTPSonly,200
81000,moneta.cz,HTTPSonly,200
82000,bitrix24site.ru,HTTPSonly,200
83000,xnxx123.net,HTTPSonly,200
84000,cyberresilience.io,HTTPSonly,200
85000,neko-hentai.net,HTTPSonly,403
86000,misterrunning.com,HTTPSonly,200
87000,indianxxxbf.com,HTTPSonly,200
88000,podari-zhizn.ru,HTTPSonly,200
89000,spectr-sb116.ru,HTTPonly,200
90000,only-znakomstva.com,neither,-1
91000,gamewatcher.com,HTTPSonly,200
92000,gerberchildrenswear.com,HTTPSonly,200
93000,ipasgo.go.gov.br,neither,-1
94000,uberlandia.mg.gov.br,neither,-1
95000,delhihighcourt.nic.in,neither,-1
96000,scaledagile.com,HTTPSonly,200
97000,theacademicpapers.co.uk,HTTPSonly,200
98000,charmfling.com,HTTPSonly,200
99000,pskw.com,neither,-1
100000,bluesip.net,neither,200
101000,qubic.li,HTTPSonly,200
102000,iress.co.uk,HTTPSonly,200
103000,corp.life,HTTPonly,200
104000,omp.ru,HTTPSonly,200
105000,kitakyushu.lg.jp,neither,-1
106000,gnpge.com,neither,-1
107000,onerpm.com,HTTPSonly,200
108000,hagel-shop.de,HTTPSonly,200
109000,hp-mns.com,HTTPSonly,200
110000,turismoroma.it,HTTPSonly,200
111000,eoi.es,HTTPSonly,200
112000,oh100.com,HTTPSonly,200
113000,searchy.biz,HTTPonly,200
114000,dzrt.com,HTTPSonly,200
115000,loose-gene.com,HTTPSonly,200
116000,optasports.com,neither,-1
117000,hookupguru.com,HTTPSonly,200
118000,cccd.edu,neither,-1
119000,ridicdn.net,neither,-1
120000,pibig.info,HTTPSonly,200
121000,xvidiu.pro,HTTPSonly,200
122000,saga.lg.jp,neither,-1
123000,rastrnet.ru,both,200
124000,wikijm.com,HTTPSonly,200
125000,rmu.edu,HTTPSonly,200
126000,budgetyourtrip.com,HTTPSonly,200
127000,duoprime.xyz,neither,-1
128000,thecloudwebsiteserver.com,neither,-1
129000,staffordshire.gov.uk,HTTPSonly,200
130000,blossoms.com,HTTPSonly,200
131000,onlinetopchoice.com,HTTPSonly,200
132000,korrelate.net,neither,-1
133000,snblymm.com,neither,-1
134000,3sktr.vip,HTTPSonly,200
135000,pandi.or.id,neither,200
136000,lottovip2023.com,HTTPSonly,200
137000,uwtsd.ac.uk,HTTPSonly,200
138000,ligatotomega.com,HTTPSonly,200
139000,improd.top,both,204
140000,monster-it.net,HTTPSonly,200
141000,sunriseseniorliving.com,HTTPSonly,200
142000,gruv.com,HTTPSonly,200
143000,basicincome.org,HTTPSonly,200
144000,miinps.com,HTTPonly,200
145000,idc.ac.il,HTTPSonly,200
146000,fishpond.com.au,HTTPSonly,200
147000,gflex.nl,HTTPSonly,200
148000,cancercouncil.com.au,HTTPSonly,200
149000,mazucdn.com,HTTPonly,200
150000,r34porn.net,HTTPSonly,200
151000,elevationchurch.org,HTTPSonly,200
152000,dermaniaplus.com,both,200
153000,nea.org.np,HTTPSonly,200
154000,nimiq.agency,HTTPSonly,200
155000,e-kamone.com,neither,-1
156000,jetfilm.cam,HTTPonly,404
157000,telekom-mms.com,HTTPSonly,200
